opportunity_id,account,sales_agent,manager,regional_office,product,deal_stage,engage_date,close_value,priority_score,priority_label,top_positive_reason_1,top_positive_reason_2,top_risk_reason_1,top_risk_reason_2,recommended_action
MFU6Y5HX,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
8TLX2786,,Niesha Huffines,Melvin Marxen,Central,MG Special,Prospecting,,,38.70187197888009,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
9HA8VBAP,Donquadtech,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
EJUQOEY5,Bubba Gump,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
1XR36ESV,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
X4THRRSJ,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
3PN3YSPK,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
F6AOT0NK,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
YI92HVHO,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
39NJ6UC9,,Darcel Schlecht,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.64766555838426,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
Z99W80UY,Zencorporation,Niesha Huffines,Melvin Marxen,Central,GTX Plus Pro,Prospecting,,,38.62008387942172,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
K8ITR8PA,,Niesha Huffines,Melvin Marxen,Central,GTX Plus Pro,Prospecting,,,38.62008387942172,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
DDHNCZMO,Konex,Niesha Huffines,Melvin Marxen,Central,GTX Plus Pro,Prospecting,,,38.62008387942172,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
MI3MV7PU,Acme Corporation,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
A8PVW8RI,Condax,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
S4V0T890,Finjob,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
AP74NF6M,Iselectrics,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
WJ7HDR4Q,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
F1NWH30L,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
7KQAH6UI,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
2NO97U9Z,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
BKI3OLP8,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
KTSP63I0,,Marty Freudenburg,Melvin Marxen,Central,MG Advanced,Prospecting,,,38.60292366319215,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
HUG2KAHE,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
MON9ZE47,Groovestreet,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
27ZK0L0F,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
UEI0RABV,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
UIP7MXOR,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
TS9QPHNA,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
TAKHOTRW,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
K38J8D75,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
FJHKS2T2,Plussunin,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
PGN9I1HU,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
647SQRGL,,Niesha Huffines,Melvin Marxen,Central,GTX Basic,Prospecting,,,38.53358802030524,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
X2REWR7J,,Niesha Huffines,Melvin Marxen,Central,GTXPro,Prospecting,,,38.50935440129671,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
G4B3UCWQ,,Niesha Huffines,Melvin Marxen,Central,GTXPro,Prospecting,,,38.50935440129671,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
8O212QCV,,Niesha Huffines,Melvin Marxen,Central,GTXPro,Prospecting,,,38.50935440129671,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
OH0HJ6KK,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
I8NC3RFB,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
Y7WAFW9D,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
5TGQL49J,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
FEEOZHT8,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
YYUJ1DCF,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
RSY2XLKK,Streethex,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
5Q2BX622,Inity,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
BG0BLC6S,Fasehatice,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
WTD6O2OR,Betasoloin,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
OEG8QG42,Bioplex,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
D382N39B,,Anna Snelling,Dustin Brinkmann,Central,MG Advanced,Prospecting,,,38.48501054119423,Nutrir,bom histórico do vendedor,produto com bom desempenho histórico,estágio inicial no funil,região com baixa conversão histórica,manter cadência e buscar próximo compromisso
BUOI3TBI,Rundofase,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
DOP1NORG,Plexzap,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
OIBR7UA7,,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
Q9CASEJL,,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
WA3U0EVI,,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
P0B49XCI,Codehow,Gladys Colclough,Melvin Marxen,Central,MG Special,Prospecting,,,38.33980301336285,Nutrir,produto com bom desempenho histórico,bom histórico do vendedor,estágio inicial no funil,histórico do manager abaixo do ideal,manter cadência e buscar próximo compromisso
